timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,2400.0,2400.6,2399.3,2400.31,7
2025-01-01 00:05:00+00:00,2400.31,2400.33,2398.88,2399.26,51
2025-01-01 00:10:00+00:00,2399.26,2400.11,2397.95,2400.02,66
2025-01-01 00:15:00+00:00,2400.02,2402.23,2398.8,2400.96,67
2025-01-01 00:20:00+00:00,2400.96,2401.7,2397.53,2399.0,67
2025-01-01 00:25:00+00:00,2399.0,2399.26,2397.45,2397.69,83
2025-01-01 00:30:00+00:00,2397.69,2397.9,2397.07,2397.81,38
2025-01-01 00:35:00+00:00,2397.81,2397.83,2396.64,2397.5,69
2025-01-01 00:40:00+00:00,2397.5,2397.52,2396.92,2397.48,14
2025-01-01 00:45:00+00:00,2397.48,2397.58,2396.54,2396.62,33
2025-01-01 00:50:00+00:00,2396.62,2398.17,2395.75,2397.51,54
2025-01-01 00:55:00+00:00,2397.51,2398.66,2396.87,2398.29,33
2025-01-01 01:00:00+00:00,2398.29,2398.64,2397.25,2398.36,24
2025-01-01 01:05:00+00:00,2398.36,2400.25,2396.9,2399.49,30
2025-01-01 01:10:00+00:00,2399.49,2400.32,2398.52,2399.96,65
2025-01-01 01:15:00+00:00,2399.96,2400.5,2398.99,2399.1,41
2025-01-01 01:20:00+00:00,2399.1,2400.03,2396.49,2399.47,43
2025-01-01 01:25:00+00:00,2399.47,2399.5,2397.67,2398.5,55
2025-01-01 01:30:00+00:00,2398.5,2399.73,2397.32,2399.39,51
2025-01-01 01:35:00+00:00,2399.39,2399.54,2398.52,2399.34,105
2025-01-01 01:40:00+00:00,2399.34,2399.38,2399.08,2399.15,89
2025-01-01 01:45:00+00:00,2399.15,2399.43,2397.77,2398.46,57
2025-01-01 01:50:00+00:00,2398.46,2400.42,2398.39,2399.7,37
2025-01-01 01:55:00+00:00,2399.7,2399.8,2399.49,2399.54,99
2025-01-01 02:00:00+00:00,2399.54,2399.63,2398.9,2399.11,121
2025-01-01 02:05:00+00:00,2399.11,2399.41,2398.13,2398.75,17
2025-01-01 02:10:00+00:00,2398.75,2400.86,2397.99,2399.29,42
2025-01-01 02:15:00+00:00,2399.29,2399.69,2399.13,2399.66,39
2025-01-01 02:20:00+00:00,2399.66,2401.17,2399.3,2400.07,25
2025-01-01 02:25:00+00:00,2400.07,2401.0,2399.32,2400.51,33
2025-01-01 02:30:00+00:00,2400.51,2403.42,2400.4,2402.67,35
2025-01-01 02:35:00+00:00,2402.67,2403.29,2401.13,2402.26,84
2025-01-01 02:40:00+00:00,2402.26,2402.83,2401.08,2401.74,19
2025-01-01 02:45:00+00:00,2401.74,2402.16,2400.41,2400.92,51
2025-01-01 02:50:00+00:00,2400.92,2401.83,2400.33,2401.54,28
2025-01-01 02:55:00+00:00,2401.54,2402.78,2400.82,2402.68,92
2025-01-01 03:00:00+00:00,2402.68,2403.73,2401.73,2402.57,47
2025-01-01 03:05:00+00:00,2402.57,2405.21,2400.58,2401.72,78
2025-01-01 03:10:00+00:00,2401.72,2402.16,2400.72,2400.89,47
2025-01-01 03:15:00+00:00,2400.89,2402.33,2400.39,2401.54,17
2025-01-01 03:20:00+00:00,2401.54,2402.54,2400.55,2402.29,32
2025-01-01 03:25:00+00:00,2402.29,2403.4,2402.05,2402.84,124
2025-01-01 03:30:00+00:00,2402.84,2404.25,2401.14,2402.17,62
2025-01-01 03:35:00+00:00,2402.17,2404.74,2402.05,2402.4,147
2025-01-01 03:40:00+00:00,2402.4,2404.35,2402.19,2402.52,111
2025-01-01 03:45:00+00:00,2402.52,2403.28,2402.03,2402.74,30
2025-01-01 03:50:00+00:00,2402.74,2404.8,2402.47,2403.62,20
2025-01-01 03:55:00+00:00,2403.62,2404.07,2401.82,2403.85,86
2025-01-01 04:00:00+00:00,2403.85,2404.87,2403.81,2404.53,82
2025-01-01 04:05:00+00:00,2404.53,2405.09,2403.97,2404.6,45
2025-01-01 04:10:00+00:00,2404.6,2405.2,2404.48,2404.89,18
2025-01-01 04:15:00+00:00,2404.89,2406.7,2404.04,2405.53,32
