timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,60000.0,60002.74,59964.06,60000.09,12
2025-01-01 00:05:00+00:00,60000.09,60047.96,59891.81,60022.68,45
2025-01-01 00:10:00+00:00,60022.68,60040.77,59998.76,60001.95,23
2025-01-01 00:15:00+00:00,60001.95,60012.56,59921.54,59934.66,33
2025-01-01 00:20:00+00:00,59934.66,60021.53,59867.2,59900.33,173
2025-01-01 00:25:00+00:00,59900.33,59958.57,59769.95,59825.54,25
2025-01-01 00:30:00+00:00,59825.54,59894.54,59793.7,59830.07,117
2025-01-01 00:35:00+00:00,59830.07,59957.59,59795.65,59931.19,30
2025-01-01 00:40:00+00:00,59931.19,59993.61,59883.02,59894.03,33
2025-01-01 00:45:00+00:00,59894.03,59894.6,59761.89,59847.23,26
2025-01-01 00:50:00+00:00,59847.23,59907.47,59823.25,59884.18,46
2025-01-01 00:55:00+00:00,59884.18,59941.01,59810.73,59911.11,18
2025-01-01 01:00:00+00:00,59911.11,59995.22,59910.64,59919.07,22
2025-01-01 01:05:00+00:00,59919.07,59960.91,59805.12,59848.86,51
2025-01-01 01:10:00+00:00,59848.86,59925.02,59846.64,59846.65,68
2025-01-01 01:15:00+00:00,59846.65,59931.13,59835.16,59899.11,44
2025-01-01 01:20:00+00:00,59899.11,60091.94,59698.21,59797.74,35
2025-01-01 01:25:00+00:00,59797.74,59853.54,59709.1,59763.27,56
2025-01-01 01:30:00+00:00,59763.27,59765.48,59525.88,59620.28,141
2025-01-01 01:35:00+00:00,59620.28,59636.46,59462.57,59523.49,21
2025-01-01 01:40:00+00:00,59523.49,59570.3,59301.28,59385.52,96
2025-01-01 01:45:00+00:00,59385.52,59394.72,59281.61,59367.93,24
2025-01-01 01:50:00+00:00,59367.93,59414.04,59239.63,59273.19,117
2025-01-01 01:55:00+00:00,59273.19,59308.27,59216.08,59293.46,20
2025-01-01 02:00:00+00:00,59293.46,59358.0,59264.95,59305.17,27
2025-01-01 02:05:00+00:00,59305.17,59389.54,59269.25,59291.2,28
2025-01-01 02:10:00+00:00,59291.2,59303.68,59099.8,59103.48,32
2025-01-01 02:15:00+00:00,59103.48,59143.91,58973.51,59063.38,56
2025-01-01 02:20:00+00:00,59063.38,59125.9,59055.23,59059.77,69
2025-01-01 02:25:00+00:00,59059.77,59090.84,58997.38,59068.2,43
2025-01-01 02:30:00+00:00,59068.2,59088.32,58949.09,58954.43,24
2025-01-01 02:35:00+00:00,58954.43,58980.27,58847.83,58918.95,75
2025-01-01 02:40:00+00:00,58918.95,58921.08,58834.15,58846.35,71
2025-01-01 02:45:00+00:00,58846.35,58949.49,58750.63,58786.41,38
2025-01-01 02:50:00+00:00,58786.41,58889.34,58695.69,58865.04,28
2025-01-01 02:55:00+00:00,58865.04,58951.32,58793.3,58805.18,38
2025-01-01 03:00:00+00:00,58805.18,58927.59,58744.69,58802.77,50
2025-01-01 03:05:00+00:00,58802.77,58896.03,58794.47,58868.33,44
2025-01-01 03:10:00+00:00,58868.33,58936.79,58821.75,58825.06,127
2025-01-01 03:15:00+00:00,58825.06,58869.23,58791.63,58816.78,58
2025-01-01 03:20:00+00:00,58816.78,58895.45,58733.28,58824.97,36
2025-01-01 03:25:00+00:00,58824.97,58837.06,58755.7,58829.7,25
2025-01-01 03:30:00+00:00,58829.7,58868.2,58658.41,58738.96,45
2025-01-01 03:35:00+00:00,58738.96,58750.75,58700.47,58744.59,44
2025-01-01 03:40:00+00:00,58744.59,58923.58,58676.04,58845.26,47
2025-01-01 03:45:00+00:00,58845.26,58867.89,58713.07,58758.97,354
2025-01-01 03:50:00+00:00,58758.97,58954.85,58757.7,58822.63,57
2025-01-01 03:55:00+00:00,58822.63,58831.57,58780.04,58831.47,42
2025-01-01 04:00:00+00:00,58831.47,58896.58,58706.96,58783.94,72
2025-01-01 04:05:00+00:00,58783.94,58949.04,58774.15,58932.3,19
2025-01-01 04:10:00+00:00,58932.3,59052.57,58870.58,58988.92,36
2025-01-01 04:15:00+00:00,58988.92,58991.87,58856.3,58899.85,131
2025-01-01 04:20:00+00:00,58899.85,59038.04,58779.87,58905.38,62
2025-01-01 04:25:00+00:00,58905.38,59060.87,58888.92,58948.2,28
2025-01-01 04:30:00+00:00,58948.2,59022.59,58883.62,58934.18,81
2025-01-01 04:35:00+00:00,58934.18,59046.59,58884.42,58984.91,46
2025-01-01 04:40:00+00:00,58984.91,59058.53,58912.76,58979.97,31
2025-01-01 04:45:00+00:00,58979.97,59038.82,58948.76,59029.58,13
2025-01-01 04:50:00+00:00,59029.58,59157.87,59027.41,59136.67,105
2025-01-01 04:55:00+00:00,59136.67,59156.57,59058.11,59086.34,89
2025-01-01 05:00:00+00:00,59086.34,59193.28,59036.97,59101.47,40
2025-01-01 05:05:00+00:00,59101.47,59111.68,58969.32,59066.98,63
2025-01-01 05:10:00+00:00,59066.98,59136.86,58959.96,59076.45,48
2025-01-01 05:15:00+00:00,59076.45,59153.07,58948.32,58988.15,35
2025-01-01 05:20:00+00:00,58988.15,59044.83,58927.81,58945.11,46
2025-01-01 05:25:00+00:00,58945.11,58985.85,58844.46,58930.54,18
2025-01-01 05:30:00+00:00,58930.54,59113.03,58888.47,58997.31,90
2025-01-01 05:35:00+00:00,58997.31,59161.19,58914.36,59082.5,25
2025-01-01 05:40:00+00:00,59082.5,59105.92,58878.32,58984.06,57
2025-01-01 05:45:00+00:00,58984.06,59004.43,58843.72,58925.03,61
2025-01-01 05:50:00+00:00,58925.03,59074.03,58863.38,58973.08,18
2025-01-01 05:55:00+00:00,58973.08,59128.9,58718.83,58825.21,50
2025-01-01 06:00:00+00:00,58825.21,58977.83,58783.74,58790.89,25
2025-01-01 06:05:00+00:00,58790.89,58862.46,58754.87,58783.69,48
2025-01-01 06:10:00+00:00,58783.69,58941.5,58781.74,58876.86,28
2025-01-01 06:15:00+00:00,58876.86,58995.26,58763.34,58928.03,30
2025-01-01 06:20:00+00:00,58928.03,58989.32,58850.6,58903.74,28
2025-01-01 06:25:00+00:00,58903.74,58964.99,58845.44,58876.39,82
2025-01-01 06:30:00+00:00,58876.39,58995.89,58847.76,58857.83,120
2025-01-01 06:35:00+00:00,58857.83,59030.54,58776.83,58970.93,24
2025-01-01 06:40:00+00:00,58970.93,59044.25,58867.97,58939.13,76
2025-01-01 06:45:00+00:00,58939.13,58978.45,58833.84,58916.59,39
2025-01-01 06:50:00+00:00,58916.59,58994.4,58869.75,58942.77,32
2025-01-01 06:55:00+00:00,58942.77,58959.39,58923.97,58933.8,17
2025-01-01 07:00:00+00:00,58933.8,58977.06,58909.51,58919.15,42
2025-01-01 07:05:00+00:00,58919.15,58967.2,58829.87,58836.5,58
2025-01-01 07:10:00+00:00,58836.5,58904.58,58778.54,58835.65,52
2025-01-01 07:15:00+00:00,58835.65,58860.34,58670.94,58802.77,48
2025-01-01 07:20:00+00:00,58802.77,58948.38,58736.44,58889.24,59
2025-01-01 07:25:00+00:00,58889.24,58996.25,58831.19,58937.71,57
2025-01-01 07:30:00+00:00,58937.71,58986.89,58932.19,58935.92,61
2025-01-01 07:35:00+00:00,58935.92,59071.84,58852.47,58985.58,57
