timestamp,open,high,low,close,volume
2026-03-01 00:00:00+00:00,66937.0,67089.6,66915.6,67000.0,703.392
2026-03-01 00:05:00+00:00,67000.0,67011.2,66763.3,66789.3,554.621
2026-03-01 00:10:00+00:00,66789.4,66883.5,66789.3,66883.4,436.556
2026-03-01 00:15:00+00:00,66883.5,66900.0,66807.3,66830.3,246.521
2026-03-01 00:20:00+00:00,66830.3,66998.0,66830.3,66905.7,285.363
2026-03-01 00:25:00+00:00,66905.6,66922.2,66730.0,66746.4,456.502
2026-03-01 00:30:00+00:00,66746.5,66800.0,66660.0,66693.1,699.427
2026-03-01 00:35:00+00:00,66693.0,66787.9,66693.0,66710.1,256.917
2026-03-01 00:40:00+00:00,66710.2,66737.7,66578.3,66606.6,745.661
2026-03-01 00:45:00+00:00,66606.6,66754.8,66606.5,66672.9,470.677
2026-03-01 00:50:00+00:00,66672.8,66837.2,66657.8,66818.4,333.847
2026-03-01 00:55:00+00:00,66818.5,66849.1,66736.6,66755.6,264.371
2026-03-01 01:00:00+00:00,66755.5,66761.6,66564.9,66567.0,675.65
2026-03-01 01:05:00+00:00,66567.0,66645.4,66400.0,66426.8,1214.425
2026-03-01 01:10:00+00:00,66426.8,66501.9,65812.0,66266.1,3932.337
2026-03-01 01:15:00+00:00,66266.2,66280.0,66017.1,66167.2,1497.502
2026-03-01 01:20:00+00:00,66167.2,66425.6,66167.2,66383.1,844.781
2026-03-01 01:25:00+00:00,66383.1,66415.0,66290.7,66309.3,361.176
2026-03-01 01:30:00+00:00,66309.3,66543.5,66250.1,66502.0,654.245
2026-03-01 01:35:00+00:00,66502.1,66742.6,66493.8,66623.5,1221.489
2026-03-01 01:40:00+00:00,66623.4,66711.1,66585.4,66589.6,417.028
2026-03-01 01:45:00+00:00,66589.7,67357.1,66578.0,67338.6,4321.834
2026-03-01 01:50:00+00:00,67338.5,67686.7,67251.4,67325.7,5909.944
2026-03-01 01:55:00+00:00,67325.7,67325.8,67154.0,67311.6,1181.552
2026-03-01 02:00:00+00:00,67311.7,68189.0,67305.2,67991.0,6942.268
2026-03-01 02:05:00+00:00,67991.0,68082.0,67638.0,67742.3,3320.4
2026-03-01 02:10:00+00:00,67742.2,67960.1,67681.1,67864.2,1403.043
2026-03-01 02:15:00+00:00,67863.7,68072.0,67700.0,67755.0,1207.28
2026-03-01 02:20:00+00:00,67754.9,67772.6,67601.1,67606.3,1156.28
2026-03-01 02:25:00+00:00,67606.3,67785.9,67606.2,67734.5,804.124
2026-03-01 02:30:00+00:00,67734.5,67840.1,67626.2,67824.0,572.613
2026-03-01 02:35:00+00:00,67824.0,67922.2,67760.9,67769.9,532.818
2026-03-01 02:40:00+00:00,67769.9,68085.0,67731.3,68037.4,1183.483
2026-03-01 02:45:00+00:00,68037.4,68139.0,67667.2,67726.3,2542.771
2026-03-01 02:50:00+00:00,67726.3,67838.2,67671.5,67704.1,814.695
2026-03-01 02:55:00+00:00,67704.0,67745.8,67573.0,67588.3,826.793
2026-03-01 03:00:00+00:00,67588.3,67673.1,67578.2,67662.0,595.264
2026-03-01 03:05:00+00:00,67662.0,67755.0,67600.3,67738.5,771.35
2026-03-01 03:10:00+00:00,67738.4,67793.4,67658.5,67694.9,445.177
2026-03-01 03:15:00+00:00,67694.8,67732.2,67615.2,67661.6,281.923
2026-03-01 03:20:00+00:00,67661.7,67676.5,67370.6,67395.2,1241.125
2026-03-01 03:25:00+00:00,67395.2,67566.9,67361.0,67534.6,809.432
2026-03-01 03:30:00+00:00,67534.6,67534.6,67400.0,67460.1,526.128
2026-03-01 03:35:00+00:00,67460.0,67552.3,67459.6,67492.6,433.888
2026-03-01 03:40:00+00:00,67492.6,67625.3,67465.3,67613.8,464.378
2026-03-01 03:45:00+00:00,67613.7,67675.1,67503.7,67624.1,670.052
